id,url,date,source,type,title,content
1587502675-75,https://www.who.int/news-room/feature-stories/detail/who-supports-djibouti-with-preparedness-and-response-plan-as-first-covid19-case-in-the-country-is-reported,23 March 2020,WHO,,WHO supports Djibouti with preparedness and response plan as first COVID19 case in the country is reported.,"The Ministry of Health of Djibouti confirmed the country’s first case of COVID-19,  a Spanish national who arrived on a military flight and was directly put in quarantine. Other Spanish military passengers are being quarantined with support from the French military base.“The first confirmed case of COVID-19 in Djibouti reaffirms the message that no country is immune to this disease and that surveillance, prevention and hygiene promotion are the best preparedness actions a country can take. We must continue to ramp up vigilance and promote best practices for prevention and control: wash your hands often with soap or sanitizer; avoid close contact with anyone who has a fever or cough; and when coughing and sneezing cover your mouth and nose with your flexed elbow or tissue,” said Dr Ahmed Zouiten, WHO Representative in Djibouti. WHO has worked closely with the Ministry of Health of Djibouti on a preparedness and response plan to reduce the risk of a coronavirus epidemic and is collaborating with the ministry to continue adapting and updating it according to the evolving situation."
1587502688-81,https://www.who.int/news-room/detail/04-04-2020-updated-who-information-note-ensuring-continuity-of-tb-services-during-the-covid-19-pandemic,4 April 2020,WHO,Departmental news,Updated WHO Information Note: Ensuring continuity of TB services during the COVID-19 pandemic,"Geneva. The World Health Organization (WHO) Global TB Programme, along with WHO regional and country offices, has developed an updated information note, in collaboration with stakeholders. This note is intended to assist national TB programmes and health personnel to urgently maintain continuity of essential services for people affected with TB during the COVID-19 pandemic, driven by innovative people-centred approaches, as well as maximizing joint support to tackle both diseases. It is important that the progress made in TB prevention and care is not reversed by the COVID19 pandemic. Finding and treating people with TB remain the fundamental pillars of TB prevention and care and those would require maintained attention. This updated note has additional details on clinical management considerations to manage TB and COVID-19, as well as new information on testing."
1587502611-46,https://www.who.int/news-room/detail/13-03-2020-who-un-foundation-and-partners-launch-first-of-its-kind-covid-19-solidarity-response-fund,13 March 2020,WHO,News release,"WHO, UN Foundation and partners launch first-of-its-kind COVID-19 Solidarity Response Fund","GENEVA and Washington, D.C. – A new coronavirus disease (COVID-19) Solidarity Response Fund will raise money from a wide range of donors to support the work of the World Health Organization (WHO) and partners to help countries respond to the COVID-19 pandemic. The fund, the first-of-its-kind, enables private individuals, corporations and institutions anywhere in the world to come together to directly contribute to global response efforts, and has been created by the United Nations Foundation and the Swiss Philanthropy Foundation, together with WHO.  “We are at a critical point in the global response to COVID-19 – we need everyone to get involved in this massive effort to keep the world safe,” said Dr. Tedros Adhanom Ghebreyesus, WHO Director-General. “We are immensely grateful to the UN Foundation and the Swiss Philanthropy Foundation for coming forward to help us set up this fund. A lot of people and institutions have been saying they want to contribute to the fight against the novel coronavirus. Now they can.”The fund launches with major support already lined up, including from Facebook and Google who have instituted a matching scheme for funds raised through their platforms, while individual donors are also supporting the fund through www.COVID19ResponseFund.org.“We can’t ignore the fact that this is a truly global problem – one that requires truly global solutions,” said Elizabeth Cousens, UN Foundation President and CEO. “The case for global cooperation could not be clearer – communities everywhere are affected, and people want to contribute. This new fund will create space for people everywhere, together, to fight this virus.” Funds will go towards actions outlined in the COVID-19 Strategic Preparedness and Response Plan to enable all countries – particularly those most vulnerable and at-risk, and with the weakest health systems – to prepare for and respond to the COVID-19 crisis including rapidly detecting cases, stopping transmission of the virus, and caring for those affected.WHO and its partners are seeking financing for protective equipment for frontline health workers; to equip diagnostic laboratories; improve surveillance and data collection; establish and maintain intensive care units; strengthen supply chains; accelerate research and development of vaccines and therapeutics;  and take other critical steps to scale up the public health response to the pandemic.The COVID-19 Solidarity Response Fund is hosted by two foundations, the UN Foundation (registered in the United States) and the Swiss Philanthropy Foundation (registered in Switzerland). Both foundations have established relationships with the World Health Organization, allowing for efficient transfer of financial resources to enable COVID-19 response efforts.Apart from giving online at www.COVID19ResponseFund.org, the UN Foundation can also receive donations via check or wire from around the world by contacting COVID19Fund@unfoundation.org.  All donations made to the United Nations Foundation and Swiss Philanthropy Foundation are tax-deductible to the extent allowable by the law, where applicable (U.S. and Switzerland). Additionally, Swiss Philanthropy Foundation has partnered with Transnational Giving Europe to extend tax benefit to certain additional European countries where applicable. ###More: COVID-19 Strategic Preparedness and Response PlanCoronavirus disease (COVID-19) outbreak informationAbout the United Nations FoundationThe UN Foundation brings together the ideas, people, and resources the United Nations needs to drive global progress and tackle urgent problems. Our hallmark is to collaborate for lasting change and innovate to address humanity’s greatest challenges. With an insider’s knowledge and outsider’s flexibility, we stay agile to get things done. Learn more at: www.unfoundation.org."
1587502599-40,https://www.who.int/news-room/feature-stories/detail/scaling-up-coronavirus-outbreak-readiness-in-ethiopia-and-across-africa,21 February 2020,WHO,,Scaling up coronavirus outbreak readiness in Ethiopia and across Africa,"Ethiopia is among 13 African countries the World Health Organization (WHO) considers as top priority for COVID-19 readiness due to direct links or a high volume of travel to China.  . The World Health Organization is supporting countries across Africa to step up measures necessary to quickly diagnose and control widespread infection should the virus transmission reach the continent. 
Ethiopia is strengthening surveillance, diagnostics and medical care and public health information and education in readiness for a potential coronavirus outbreak. As COVID-19 is a new pathogen, Ethiopia, like many other countries, lacked the capacity to diagnose it. Adamu Tayachew heads an eight-member technician team at the National Influenza and Arbovirus Laboratory. “We started collecting samples on 25 January 2020. We shipped 11 samples in three phases to South Africa for analysis. The remaining we tested here. The shipment involved a lot of people and complex coordination. It called for working with several bodies to ship the samples and then following up on the results.” WHO has sent reagents to more than 20 countries in Africa, including Ethiopia, to boost diagnostic capacity. Ethiopia’s National Influenza and Arbovirus started testing for the virus on 7 February. “The test is not complicated. We now have the reagents and the necessary documentation. Once the samples are submitted we provide results within the same day. Currently we receive up to four samples a day for testing, but we anticipate that this will increase,” says Mr Adamu."
1587502622-51,https://www.who.int/news-room/feature-stories/detail/new-covid-19-hotline-in-romania-provides-up-to-date-public-advice,8 April 2020,WHO,,New COVID-19 hotline in Romania provides up-to-date public advice,"WHO supported Romania’s 24h/7 national hotline, Tel Verde (Green Line). The line has answered over 150 000 calls from Romanians asking for the latest information and advice on COVID-19. The hotline employs medical and health experts.  The hotline serves three critical purposes to respond to COVID19 :Establish a link between responders and people.Understand people’s risk perceptions and concerns.Provide public health advice.WHO/Europe provides financial support to engage responders, technical assistance to the Romanian authorities and Green Line on logistical planning and rapid fact-checking, as well as background documentation. Setting up a hotline for emergency situations was part of Romania’s emergency risk communications plan, also developed with assistance from WHO/Europe for emergency preparedness."
1587502702-88,https://www.who.int/news-room/detail/29-03-2020-information-sharing-on-covid-19,29 March 2020,WHO,Statement,Information sharing on COVID-19,"WHO’s focus at all times is to ensure that all areas of the globe have the information they need to manage the health of their people. In a recent interview, the WHO official who headed the joint international mission to China, did not answer a question on Taiwan’s response to the COVID-19 outbreak. The question of Taiwanese membership in WHO is up to WHO Member States, not WHO staff. However, WHO is working closely with all health authorities who are facing the current coronavirus pandemic, including Taiwanese health experts. The Taiwanese caseload is low relative to population. We continue to follow developments closely. WHO is taking lessons learned from all areas, including Taiwanese health authorities, to share best practices globally.With respect to the COVID-19 outbreak, the WHO Secretariat works with Taiwanese health experts and authorities, following established procedures, to facilitate a fast and effective response and ensure connection and information flow.There is a Taiwanese International Health Regulations Point of Contact, who receives IHR (2005) communications and has access to the Event Information Site (EIS) Platform (a password-protected database and information exchange mechanism supporting the IHR (2005)). The Taiwanese Field Epidemiology Training Program is a member of the Training Programs in Epidemiology and Public Health Interventions Network (also known as “TEPHINET”). WHO shares Global Outbreak Alert and Response Network alerts and requests for assistance with TEPHINET, and those messages are cascaded to the TEPHINET members.Two Taiwanese public health experts participated in the Global Research and Innovation Forum organized by WHO on 11-12 February 2020, thus contributing, alongside other world scientists, including from mainland China, to critical research questions and to finding ways to work together to advance the response.

WHO staff work around the world to respond to this pandemic with the best evidence-based guidance and operational support available for all people, based on public health needs.  Membership in WHO and status issues are decided by Member States and the rules they set at WHO’s governing body, the World Health Assembly.Information about COVID-19 can be found here: https://www.who.int/emergencies/diseases/novel-coronavirus-2019"
1587502593-37,https://www.who.int/news-room/feature-stories/detail/who-paho-prepares-barbados-for-covid-19-testing,10 February 2020,WHO,,WHO/PAHO Prepares Barbados for COVID-19 Testing,"WHO/PAHO is implementing a comprehensive plan to support country preparedness efforts for the outbreak associated with the new Coronavirus (COVID-19). Virus detection requires high complexity tests that identify the specific genetic fingerprint of the virus. To support the implementation of the virus detection in Barbados, WHO/PAHO conducted trainings at the Best-dos Santos Public Health Laboratory. The two-day training which commenced on 10 February 2020, was facilitated by Virologist, Dr Lionel Gresh. Included in the training was a review of the current knowledge about this novel pathogen, as well as the hands-on implementation of its detection. Dr Gresh said that: A highly-motivated team that included five medical laboratory technologists and the laboratory Director participated in the training, and as a result, Barbados now has the capacity of testing any case that might fit the current testing criteria for COVID-19."
1587502630-54,https://www.who.int/news-room/detail/09-04-2020-children-s-story-book-released-to-help-children-and-young-people-cope-with-covid-19,9 April 2020,WHO,News release,Children’s story book released to help children and young people cope with COVID-19,"A new story book that aims to help children understand and come to terms with COVID-19 has been produced by a collaboration of more than 50 organizations working in the humanitarian sector, including the World Health Organization, the United Nations Children’s Fund, the United Nations High Commissioner for Refugees, the International Federation of Red Cross and Red Crescent Societies and Save the Children.
With the help of a fantasy creature, Ario, “My Hero is You, How kids can fight COVID-19!” explains how children can protect themselves, their families and friends from coronavirus and how to manage difficult emotions when confronted with a
new and rapidly changing reality. 
The book – aimed primarily at children aged 6-11 years old – is a project of the Inter-Agency Standing Committee Reference Group on Mental Health and Psychosocial Support in Emergency Settings,
a unique collaboration of United Nations agencies, national and international nongovernmental organizations and international agencies providing mental health and psychosocial support in emergency settings. 
During the early stages of the project, more than 1700 children, parents, caregivers and teachers from around the world shared how they were coping with the COVID-19 pandemic. The input was invaluable to script writer and illustrator Helen Patuck and
the project team in making sure that the story and its messages resonated with children from different backgrounds and continents. 
In order to reach as many children as possible, the book will be widely translated, with six language versions released today and more than 30 others in the pipeline. It is being released as both an online product and audio book. 
Download the book here 
My Hero is You: all language versions
 
Quotes from collaborating partners
World Health Organization
“Previous humanitarian emergencies have shown us how vital it is to address the fears and anxiety of young people when life as they know it gets turned upside down. We hope that this beautifully-illustrated book, which takes children on a journey across time zones and continents, will help them to understand what they can do to stay positive and keep safe during the coronavirus outbreak.” 
Dr Tedros Adhanom Ghebreyesus, Director-General
UNICEF
“All over the world, children’s lives have been completely upended — the majority of them living in countries with some form of restricted movement or lockdown. This wonderful book helps children understand and navigate this new landscape and learn how they can take small actions to become the heroes in their own stories.”
Henrietta Fore, Executive Director
UNHCR
“This is an important resource for children around the world with a strong message of inclusion at its heart – that this pandemic can only be beaten if everyone is included in its prevention and response. Children, including those who are refugees, displaced and stateless, can help too. No-one is protected unless we are all protected”.
Filippo Grandi, United Nations High Commissioner for Refugees
UNESCO
“Sharing facts and reliable information is vital to respond to COVID-19, and I wish to commend the creativity and passion of all artists, writers and publishers who find compelling ways to translate and craft stories and artwork so they can reach children and families to comfort and guide them through a distressing situation.  UNESCO is proud to support this initiative and we see this as an example of the contribution of the artistic community to the well-being and resilience of all.""
Audrey Azoulay, Director General
 
For requests relating to translations
Inter-Agency Standing Committee Reference Group on Mental Health and Psychosocial Support in Emergency Settings, Email: mhpss.refgroup@gmail.com"
1587502694-84,https://www.who.int/news-room/feature-stories/detail/who-health-alert-brings-covid-19-facts-to-billions-via-whatsapp,20 March 2020,WHO,,WHO Health Alert brings COVID-19 facts to billions via WhatsApp,"WHO has launched a dedicated messaging services in Arabic, English, French, Hindi, Italian, Spanish and Portuguese with partners WhatsApp and Facebook to keep people safe from coronavirus. This easy-to-use messaging service has the potential to reach 2 billion people and enables
        WHO to get information directly into the hands of the people that need it.From government leaders to health workers and family and friends, this messaging service provides the latest news and information on coronavirus including details on symptoms and how people can protect themselves and others. It also provides the latest
        situation reports and numbers in real-time to help government decision-makers protect the health of their populations.The service can be accessed by a link that opens a conversation on WhatsApp. Users can simply type “hi”, ""hola"", ""नमस्ते"", ""oi"", “salut”, ""ciao"" or ""مرحبا"" to activate the conversation, prompting a menu of options that can help answer their questions
        about COVID-19.The WHO Health Alert was developed in collaboration with Praekelt.Org, using Turn machine learning technology.Join WHO's Health Alert on WhatsApp:  ArabicSend ""مرحبا""  to +41 22 501 70 23 on WhatsAppwa.me/41225017023?text=مرحباEnglishSend ""hi"" to +41 79 893 18 92 on WhatsAppwa.me/41798931892?text=hiFrenchSend ""salut"" to +41 22 501 72 98 on WhatsAppwa.me/41225017298?text=salutHindiSend ""नमस्ते"" to +41 22 501 73 41 on WhatsApphttps://wa.me/41225017341?text=नमस्तेItalianSend ""ciao"" to +41 22 501 78 34 on WhatsApphttps://wa.me/41225017834?text=ciaoSpanishSend ""hola"" to +41 22 501 76 90 on WhatsAppwa.me/41225017690?text=holaPortugueseSend ""oi"" to +41 22 501 77 35 on WhatsApp https://wa.me/41225017735?text=oi"
1587502735-101,https://www.who.int/news-room/feature-stories/detail/who-advice---staying-safe-during-season-of-religious-and-cultural-events-amid-the-covid-19-outbreak,14 April 2020,WHO,,"WHO advice - staying safe during season of religious and cultural events, amid the COVID-19 outbreak","WHO has issued guidance on mass gatherings with tools that help countries assess risks and determine if events should be cancelled or modified. WHO also published guidance specifically for religious leaders and faith-based groups in the context of COVID-19. The new guidance aims to help them better protect their communities throughout the pandemic. The guidance also includes information on safely holding gatherings where they are permitted, using technology to maintain community and continue worship, performing safe burials, safely paying respects to sacred or devotional objects, and supporting vulnerable community members.For millions of people across the Western Pacific Region, this season of religious events and cultural festivities will be dramatically different, as governments discourage or ban large gatherings and urge people to stay home to slow or stop the spread of the novel coronavirus disease (COVID-19)."
1587502597-39,https://www.who.int/news-room/feature-stories/detail/who-saudi-arabia-join-forces-to-fight-covid-19-in-the-eastern-mediterranean-region-and-beyond,25 March 2020,WHO,,"WHO, Saudi Arabia join forces to fight COVID-19 in the Eastern Mediterranean Region and beyond","On 23 March, Saudi Arabia helped airlift WHO medical equipment and supplies from WHO’s logistics hub in Dubai to Aden, Yemen. The shipment, which included personal protective items for health workers, laboratory screening tests, trauma medication and other medical supplies, was to be distributed to Sana’a and Aden to support readiness for COVID-19, as well as to the humanitarian response to the ongoing conflict. On 9 March, Saudi Arabia delivered a shipment of medical equipment to Wuhan city in China. In response to an urgent WHO appeal, Saudi Arabia donated US$ 10 million to support all countries of the Region in their national COVID-19 response. An additional US$ 10 million will go to provide WHO Yemen with essential equipment and supplies for the national readiness and response plan. “Infectious diseases such as COVID-19 know no borders. We have seen how a public health threat in one country can quickly affected entire regions and spread to become a global pandemic. This funding will help WHO intensify its efforts as it takes regional and global action to combat the spread of the disease,” says Dr Ahmed Al Mandhari, WHO Regional Director for the Eastern Mediterranean."
1587502609-45,https://www.who.int/news-room/detail/23-03-2020-pass-the-message-five-steps-to-kicking-out-coronavirus,23 March 2020,WHO,News release,Pass the message: Five steps to kicking out coronavirus,"Geneva, 23 March 2020: FIFA, the international governing body of football, and the World Health Organization (WHO) have teamed up to combat the coronavirus (COVID-19) by launching a new awareness campaign led by world-renowned footballers, who are calling on all people around the world to follow five key steps to stop the spread of the disease. The “Pass the message to kick out coronavirus” campaign promotes five key steps for people to follow to protect their health in line with WHO guidance, focused on hand washing, coughing etiquette, not touching your face, physical distance and staying home if feeling unwell. “FIFA and its President Gianni Infantino have been actively involved in passing the message against this pandemic since the very beginning,” said WHO Director-General Dr Tedros Adhanom Ghebreyesus at the virtual launch of the campaign at WHO headquarters in Geneva, Switzerland. “Be it through campaigns or funding, FIFA has stood up to the coronavirus, and I am delighted that world football is supporting WHO to kick out the coronavirus. I have no doubt with this type of support that together we will win.” “We need teamwork to combat the coronavirus,” said FIFA President Gianni Infantino. “FIFA has teamed up with WHO because health comes first. I call upon the football community worldwide to join us in supporting this campaign to pass the message even further. Some of the greatest players to have played the beautiful game have put their names to the campaign and are united in their desire to pass the message to kick out COVID-19.” Twenty-eight players are involved in the video campaign, which is being published in 13 languages. Sami Al Jaber (KSA), Alisson Becker (BRA), Emre Belözoğlu (TUR), Jared Borgetti (MEX), Gianluigi Buffon (ITA), Iker Casillas (ESP), Sunil Chhetri (IND), Youri Djorkaeff (FRA), Han Duan (CHN), Samuel Eto’o (CMR), Radamel Falcao (COL), Laura Georges (FRA), Valeri Karpin (RUS), Miroslav Klose (GER), Philipp Lahm (GER), Gary Lineker (ENG), Carli Lloyd (USA), Lionel Messi (ARG), Mido (EGY), Michael Owen (ENG), Park Ji-sung (KOR) , Carles Puyol (ESP), Célia Šašić (GER), Asako Takakura (JPN), Yaya Touré (CIV), Juan Sebastián Verón (ARG), Sun Wen (CHN) and Xavi Hernández (ESP).A video campaign, which will be published on player and FIFA digital channels, is also being provided as individual localized files to the 211 FIFA member associations and media agencies, together with a graphics toolkit for implementation on social media to further pass the message.  Hands:“It starts with your hands,” says Alisson Becker, WHO Goodwill ambassador for health promotion, Liverpool FC and Brazil goalkeeper, and The Best FIFA Men's Goalkeeper, 2019. “Please wash your hands frequently with soap and water or an alcohol-based solution.”
Such frequent washing with soap and water, or preferably with an alcohol-based hand solution, kills viruses that may be on your hands. It is simple, but it is very important. Elbows:
“Cover your nose and mouth with a bent elbow or tissue when you sneeze or cough,” says Carli Lloyd two-time FIFA Women’s World Cup winner from the United States. “Dispose of tissue immediately and wash your hands.”
Droplets spread the coronavirus. By following respiratory hygiene, you protect the people around you from contracting viruses, such as cold, flu and coronavirus. 
Face:“Avoid touching your face, particularly your eyes, nose or mouth to prevent the virus from entering your body,” adds FC Barcelona and Argentina forward Lionel Messi, The Best FIFA Men’s Player in 2019, and a multiple FIFA Ballon d’Or winner.
Hands touch too many surfaces and can quickly pick up viruses. Once contaminated, hands can transfer the virus to your face, from where the virus can move inside your body, making you feel unwell. 
Distance:“In terms of social interaction, take a step back,” says Han Duan, who represented China PR 188 times in an international career that spanned 11 years. “Stay at least one metre distance from others.”
By maintaining such social distancing, you are helping to avoid breathing in any droplets from someone who sneezes or coughs in close proximity. 
Feel – know your symptoms:“If you feel unwell, stay home,” concludes Samuel Eto’o, former FC Barcelona and Cameroon striker, who represented his country 114 times. “Please follow all instructions provided by your local health authorities.”
If you have a fever, cough and difficulty breathing, seek medical attention and call in advance. Keep informed as local health authorities provide the latest information on the situation in your area. Please follow their specific instructions, and call in advance to allow them to direct you to the appropriate local health facility. This serves to protect you and to help prevent the spread of virus and other infections. 
FIFA have also pledged $10 million to support the COVID-19 Solidarity Response Fund for WHO.
For more information, please consult @WHO and follow the latest information online."
1587502719-93,https://www.who.int/news-room/detail/03-03-2020-shortage-of-personal-protective-equipment-endangering-health-workers-worldwide,3 March 2020,WHO,News release,Shortage of personal protective equipment endangering health workers worldwide,"WHO calls on industry and governments to increase manufacturing by 40 per cent to meet rising global demandThe World Health Organization has warned that severe and mounting disruption to the global supply of personal protective equipment (PPE) – caused by rising demand, panic buying, hoarding and misuse – is putting lives at risk from the new coronavirus and other infectious diseases. Healthcare workers rely on personal protective equipment to protect themselves and their patients from being infected and infecting others.But shortages are leaving doctors, nurses and other frontline workers dangerously ill-equipped to care for COVID-19 patients, due to limited access to supplies such as gloves, medical masks, respirators, goggles, face shields, gowns, and aprons.“Without secure supply chains, the risk to healthcare workers around the world is real. Industry and governments must act quickly to boost supply, ease export restrictions and put measures in place to stop speculation and hoarding. We can’t stop COVID-19 without protecting health workers first,” said WHO Director-General Dr Tedros Adhanom Ghebreyesus.Since the start of the COVID-19 outbreak, prices have surged. Surgical masks have seen a sixfold increase, N95 respirators have trebled and gowns have doubled.Supplies can take months to deliver and market manipulation is widespread, with stocks frequently sold to the highest bidder.WHO has so far shipped nearly half a million sets of personal protective equipment to 47 countries,* but supplies are rapidly depleting.Based on WHO modelling, an estimated 89 million medical masks are required for the COVID-19 response each month. For examination gloves, that figure goes up to 76 million, while international demand for goggles stands at 1.6 million per month. Recent WHO guidance calls for the rational and appropriate use of PPE in healthcare settings, and the effective management of supply chains.WHO is working with governments, industry and the Pandemic Supply Chain Network to boost production and secure allocations for critically affected and at-risk countries.To meet rising global demand, WHO estimates that industry must increase manufacturing by 40 per cent.Governments should develop incentives for industry to ramp up production. This includes easing restrictions on the export and distribution of personal protective equipment and other medical supplies. Every day, WHO is providing guidance, supporting secure supply chains, and delivering critical equipment to countries in need.   *** NOTE TO EDITORSSince the start of the COVID-19 outbreak, countries that have received WHO PPE supplies include:Western Pacific region: Cambodia, Fiji, Kiribati, Lao People's Democratic Republic, Mongolia, Nauru, Papua New Guinea, Samoa, Solomon Islands, Tonga, Vanuatu and the PhilippinesSoutheast Asia region: Bangladesh, Bhutan, Maldives, Myanmar, Nepal and Timor-LesteEastern Mediteranean region: Afghanistan, Djibouti, Lebanon, Somalia, Pakistan, Sudan, Jordan, Morocco and IranAfrica region: Senegal, Algeria, Ethiopia, Togo, Ivory Coast, Mauritius, Nigeria, Uganda, Tanzania, Angola, Ghana, Kenya, Zambia, Equatorial Guinea, Gambia, Madagascar, Mauritania, Mozambique, Seychelles and Zimbabwe"
1587502586-34,https://www.who.int/news-room/feature-stories/detail/who-supports-fight-to-contain-covid-19-in-iraq,1 April 2020,WHO,,WHO supports fight to contain COVID-19 in Iraq,"WHO is proactively strengthening national disease surveillance capacities in Iraq and providing case definition and management training, in addition to large-scale risk communications activities. Hundreds of thousands of prevention and transmission control messages were printed and provided to 20 directorates of health in the 18 governorates, including the Kurdistan region governorates of Erbil, Dohuk, and Suleimaniya.WHO is also working with the federal and regional ministries of health to increase and augment case management capacities, as well as detection and surveillance.An urgent consignment of PPEs and laboratory test kits was delivered to ministries of health to enable the timely detection of cases and protect health workers in designated hospitals."
1587502673-74,https://www.who.int/news-room/detail/02-04-2020-ipa-who-and-unicef-launch-read-the-world-on-international-children-s-book-day-to-support-children-and-young-people-in-isolation,2 April 2020,WHO,News release,"IPA, WHO and UNICEF launch Read the World on International Children’s Book Day to support children and young people in isolation","Geronimo Stilton author to kickstart exclusive children’s book reading initiative amid COVID-19 pandemicMuch-loved children’s authors are joining an initiative to read extracts of their books to millions of children and young people currently living in isolation amid the COVID-19 pandemic.Read the World is a collaboration between the International Publishers Association (IPA), the World Health Organization (WHO) and UNICEF. It kicks off today, on International Children’s Book Day, at 15.00 GMT/17.00 CET with Italian author Elisabetta Dami, creator of the popular character Geronimo Stilton.“These are uncharted waters for us all, and the psycho-social effects of prolonged isolation and social distancing are yet to be seen and understood,” said IPA President Hugo Setzer. “All of us should take particular care of our mental health at the moment, and especially that of young minds. The IPA wanted to do something positive to bring children and their favourite writers closer, to stimulate their interest in books and to create a carefree moment for families to share during this difficult period of confinement.”“Children’s lives and routines have been turned upside down in just a few short weeks,” said UNICEF Executive Director Henrietta Fore. “Even when the outside world is out of bounds for now, reading can remind children and young people that the transportive power of books is unlimited.”“WHO is committed to fighting the COVID-19 pandemic on all fronts, especially when it comes to protecting young people,” said WHO Director-General Dr Tedros Adhanom Ghebreyesus. “We understand the fear and anxieties many feel and know how the joy of reading can stimulate young minds, ease tensions and provide hope.”Elisabetta Dami will read on her personal Instagram account in English from 15.00-15.30 GMT 17.00-17.30 CET. Dami, whose books have sold more than 180 million copies around the world and are published in 50 different languages, will also respond to comments and questions via the platform.Several other noted children’s authors have agreed to join the Read the World initiative, details of which will be available soon at https://www.unicef.org/coronavirus/read-the-world About IPAThe IPA is the world’s largest federation of publishers associations. Established in 1896, it is an industry body with a human rights mandate, whose mission is to promote and protect publishing and raise awareness of publishing as a force for economic, cultural and social development. Working in cooperation with the World Intellectual Property Organization (WIPO) and other supranational bodies, the IPA champions the interests of book and journal publishing at national and supranational level. Internationally, the IPA actively opposes censorship and promotes copyright, freedom to publish (including through the IPA Prix Voltaire), and literacy.Follow the IPA on Twitter and Facebook About UNICEFUNICEF works in some of the world’s toughest places, to reach the world’s most disadvantaged children. Across more than 190 countries and territories, we work for every child, everywhere, to build a better world for everyone.Follow UNICEF on Twitter and Facebook About WHOThe World Health Organization (WHO) is the United Nations’ specialized agency for health. It is an inter-governmental organization and works in collaboration with its Member States usually through the Ministries of Health. The World Health Organization is responsible for providing leadership on global health matters, shaping the health research agenda, setting norms and standards, articulating evidence-based policy options, providing technical support to countries and monitoring and assessing health trends. Learn more at www.who.int.Follow WHO on Twitter, Instagram and Facebook"
1587502739-103,https://www.who.int/news-room/detail/31-03-2020-medical-product-alert-n-3-2020,31 March 2020,WHO,Medical product alert,Medical Product Alert N°3/2020,"This Medical Product Alert warns consumers, healthcare professionals, and health authorities against a growing number of falsified medical products that claim to prevent, detect, treat or cure COVID-19. The Coronavirus disease (COVID-19) pandemic (caused by the virus SARS-CoV-2) has increased demand for medicines, vaccines, diagnostics and reagents, all related to COVID-19, creating an opportunity for ill-intended persons to distribute falsified medical products Due diligence is required from all actors in the procurement, use and administration of medical products, in particular those affected by the current crisis of, or related to, COVID-19. 1. FALSIFIED IN VITRO DIAGNOSTICS AND LABORATORY REAGENTS WHO has received multiple reports regarding falsified in vitro diagnostics (IVDs) and laboratory reagents for the detection of SARS-CoV-2. Please refer to WHO’s Emergency Use Listing for a list of diagnostics approved for clinical use by WHO. To date, eight countries (Australia, Brazil, Canada, PR China, Russian Federation, Singapore, Republic of Korea, United States of America) have listed IVDs for COVID-19 diagnosis based on expedited regulatory assessments. Please note that, in the European Union, regulatory compliance for SARS-CoV-2 diagnostics are self-declared by the manufacturer.  To assist Member States and stakeholders, WHO has published the links to these emergency lists, together with contact details. These links provide information on IVDs authorized for use in the jurisdictions of the International Medical Device Regulators Forum, as well as policies and guidance. WHO will provide updated versions as new information becomes available.  End-users are encouraged to check the labelling against the information posted by regulatory authorities upon listing to ensure they are in possession of the genuine product. This information might include product name, product code, expiry date, instructions for use and manufacturer details. 
2. FALSIFIED MEDICINES AND VACCINES At this stage, WHO does not recommend any medicines to treat or cure COVID-19. However, the SOLIDARITY trial, led by WHO, is reviewing potential treatments for COVID-19. At this stage, there is no vaccine to prevent COVID-19. Products claiming to be vaccines to prevent COVID-19 may be considered falsified and may pose significant risks to public health. Unregulated websites supplying medicines and/or vaccines, particularly those concealing their physical address or landline telephone number, are frequently the source of unlicensed, substandard and falsified medical products. WHO has been made aware of various unregistered websites claiming that products on sale can treat or prevent COVID-19. Such products are likely to be falsified medicines. In addition, some websites may appear to provide easy access to legitimate medicines that are otherwise not readily available. End-buyers and consumers should be especially wary of such online scams and exert due-diligence when purchasing any medical product, whether online or not.WHO requests increased vigilance from national health authorities, healthcare professionals, members of the public and supply chain stakeholders worldwide to prevent the distribution of these falsified medical products. Increased vigilance should focus on hospitals, clinics, health centres, clinical laboratories, wholesalers, distributors, pharmacies and any other suppliers of medical products. All medical products must be obtained from authentic and reliable sources. Their authenticity and condition of the product should be carefully checked. Consumers are advised to seek advice from a healthcare professional in case of doubt.National health authorities are requested to immediately notify WHO if these falsified products are discovered in their country. If you have any information concerning the manufacture, distribution, or supply of these products, please contact rapidalert@who.int. WHO Global Surveillance and Monitoring System for Substandard and Falsified Medical ProductsFor more information, please visit: www.who.int/medicines/regulation/ssffc/en/"
